timestamp,hex,flight,alt_baro,gs,track,lat,lon,seen,squawk,category
2025-11-01T09:00:00.500000,45ab21,,36000,508.3,21.5,,,2.5,,
2025-11-01T09:00:00.500000,8964bd,ETD87A,11225,336.6,65.8,39.005142,-8.752136,25.8,5446,A5
2025-11-01T09:00:00.500000,407686,EZY18CF,36925,406.2,196.7,40.113327,-7.849609,0.2,1150,A3
2025-11-01T09:00:00.500000,4d23f8,,7575,,,41.124802,-8.455933,70.0,,A3
2025-11-01T09:00:00.500000,4951cb,TAP7AB,18425,434.3,46.3,39.377048,-8.394043,0.0,5450,A3
2025-11-01T09:00:00.500000,49521a,TAP1310,25725,446.9,6.6,40.057343,-8.877014,0.0,4706,A3
2025-11-01T09:00:00.500000,440cff,EJU7963,37000,411.0,206.1,38.926655,-7.093994,0.1,3751,A3
2025-11-01T09:00:00.500000,495152,TAP757P,25575,331.5,190.4,39.762734,-8.518066,0.0,0733,A3
2025-11-01T09:00:00.500000,406cab,EXS71MF,39000,396.1,185.9,39.368591,-7.447357,5.5,1154,A3
2025-11-01T09:00:00.500000,39de47,TVF19ZP,25150,336.5,221.5,39.678055,-8.366821,0.0,7631,A3
2025-11-01T09:00:00.500000,3c6490,,,,,,,264.1,,A3
2025-11-01T09:00:00.500000,3c5ee2,EWG6HZ,37000,377.8,226.9,39.757985,-8.195679,0.1,1120,A3
2025-11-01T09:00:00.500000,4952cb,TAP675,22150,313.9,215.7,39.462658,-8.669189,0.1,3705,A3
2025-11-01T09:00:00.500000,40772f,EZY58TF,37025,411.5,186.3,39.093658,-7.474524,0.1,5417,A3
2025-11-01T09:00:00.500000,39d313,TVF29UK,35000,414.3,189.2,39.326889,-7.219869,3.6,2345,A3
2025-11-01T09:00:00.500000,495038,TAP56DP,19050,332.5,218.3,39.212021,-8.880371,0.4,1111,A3
2025-11-01T09:00:00.500000,4400b7,EJU9049,17525,420.0,0.1,40.755926,-8.887003,0.3,4414,A3
2025-11-01T09:00:00.500000,4cad10,RYR8MK,33300,389.2,337.7,40.018661,-8.052673,0.1,3774,A3
2025-11-01T09:00:00.500000,4952cf,TAP432,34000,497.2,39.6,40.275558,-7.075317,1.2,5436,A3
2025-11-01T09:00:00.500000,407022,,,,,,,107.3,,A3
2025-11-01T09:00:00.500000,3c54a3,,,,,,,235.4,,A3
2025-11-01T09:00:00.500000,406f87,EXS82HN,37000,435.6,158.0,39.573266,-8.008118,0.1,4642,A3
2025-11-01T09:00:00.500000,4d2087,,,,,,,255.0,,A3
2025-11-01T09:00:00.500000,4951d6,,33825,,,,,57.0,,A3
2025-11-01T09:00:00.500000,407f0e,,,,,,,183.2,,A3
2025-11-01T09:00:00.500000,40717f,EXS69MQ,35700,399.7,196.1,,,2.5,5254,A3
2025-11-01T09:00:00.500000,484f6c,,28775,,,,,66.2,,A3
2025-11-01T09:00:00.500000,440219,,,,,,,287.9,,A3
2025-11-01T09:00:00.500000,347206,IBE0106,36875,554.6,62.7,,,17.3,6252,A5
2025-11-01T09:00:00.500000,40796e,,,,,,,174.5,,A3
2025-11-01T09:00:00.500000,495039,,,,,,,185.2,,A3
2025-11-01T09:00:00.500000,407f7d,,,,,,,175.2,,A3
2025-11-01T09:01:00.500000,495302,TAP940,12375,326.0,46.1,39.034005,-8.857422,0.1,4702,
2025-11-01T09:01:00.500000,4cafc4,,32350,,,,,0.2,,
2025-11-01T09:01:00.500000,40643a,,36450,393.9,196.8,,,9.7,,
2025-11-01T09:01:00.500000,45ab21,,36000,511.4,21.4,,,13.6,,
2025-11-01T09:01:00.500000,8964bd,,12175,408.7,65.9,39.055573,-8.608146,22.6,5446,A5
2025-11-01T09:01:00.500000,407686,EZY18CF,36950,405.6,196.5,39.978378,-7.902283,0.0,1150,A3
2025-11-01T09:01:00.500000,4d23f8,,,,,,,51.2,0675,A3
2025-11-01T09:01:00.500000,4951cb,TAP7AB,20250,442.8,46.5,39.460656,-8.281006,0.2,5450,A3
2025-11-01T09:01:00.500000,49521a,TAP1310,26725,457.1,6.7,40.182076,-8.858102,0.2,4706,A3
2025-11-01T09:01:00.500000,440cff,EJU7963,37000,410.1,206.2,38.865719,-7.132141,24.7,3751,A3
2025-11-01T09:01:00.500000,495152,TAP757P,24625,318.8,210.7,39.684619,-8.571716,0.3,0733,A3
2025-11-01T09:01:00.500000,406cab,,,,,,,65.4,,A3
2025-11-01T09:01:00.500000,39de47,TVF19ZP,24000,351.0,232.6,39.618841,-8.465332,0.4,7631,A3
2025-11-01T09:01:00.500000,3c5ee2,EWG6HZ,37000,384.1,226.8,39.684991,-8.296509,0.1,1120,A3
2025-11-01T09:01:00.500000,4952cb,TAP675,21150,345.5,215.6,39.388321,-8.738251,0.2,3705,A3
2025-11-01T09:01:00.500000,40772f,EZY58TF,37025,412.5,186.3,39.036987,-7.482466,25.2,5417,A3
2025-11-01T09:01:00.500000,39d313,TVF29UK,35000,414.3,189.2,39.268582,-7.231995,15.1,0200,A3
2025-11-01T09:01:00.500000,495038,,18800,332.5,218.3,39.194191,-8.898438,47.7,1111,A3
2025-11-01T09:01:00.500000,4400b7,EJU9049,16600,411.0,0.3,40.861313,-8.886536,0.8,4414,A3
2025-11-01T09:01:00.500000,4cad10,RYR8MK,31425,376.2,330.4,40.111643,-8.108347,0.5,3774,A3
2025-11-01T09:01:00.500000,4952cf,,34000,497.2,39.6,40.310165,-7.037842,43.5,,A3
2025-11-01T09:01:00.500000,407022,,,,,,,167.2,,A3
2025-11-01T09:01:00.500000,3c54a3,,,,,,,295.3,,A3
2025-11-01T09:01:00.500000,406f87,EXS82HN,37000,436.2,158.2,39.489395,-7.96473,0.2,4642,A3
2025-11-01T09:01:00.500000,4951d6,,,,,,,53.2,,A3
2025-11-01T09:01:00.500000,407f0e,,,,,,,243.1,,A3
2025-11-01T09:01:00.500000,40717f,EXS69MQ,36400,405.1,196.2,38.587097,-8.442575,1.2,5254,A3
2025-11-01T09:01:00.500000,484f6c,,,,,,,126.1,,A3
2025-11-01T09:01:00.500000,347206,,,,,,,77.2,,A5
2025-11-01T09:01:00.500000,40796e,,,,,,,234.4,,A3
2025-11-01T09:01:00.500000,495039,,,,,,,245.1,,A3
2025-11-01T09:01:00.500000,407f7d,,,,,,,235.1,,A3
2025-11-01T09:02:00.400000,3c7438,,35000,409.1,214.5,,,0.9,3727,
2025-11-01T09:02:00.400000,3c54a3,,35000,410.2,207.8,37.8452,-8.157528,0.7,3704,
2025-11-01T09:02:00.400000,495302,TAP940,15075,343.0,46.1,39.097735,-8.7724,0.3,4702,A3
2025-11-01T09:02:00.400000,4cafc4,,32975,481.2,13.9,38.582428,-7.761244,20.2,5452,
2025-11-01T09:02:00.400000,40643a,,37000,,,,,0.2,5424,
2025-11-01T09:02:00.400000,45ab21,,,,,,,73.6,,
2025-11-01T09:02:00.400000,8964bd,,,421.3,66.1,,,47.1,,A5
2025-11-01T09:02:00.400000,407686,EZY18CF,36925,406.2,196.7,39.871293,-7.943726,0.0,1150,A3
2025-11-01T09:02:00.400000,4d23f8,,,,,,,111.2,,A3
2025-11-01T09:02:00.400000,4951cb,TAP7AB,22075,446.9,45.4,39.546964,-8.164429,0.4,5450,A3
2025-11-01T09:02:00.400000,49521a,TAP1310,27725,458.1,6.6,40.308745,-8.838751,0.4,4706,A3
2025-11-01T09:02:00.400000,440cff,,36975,420.5,192.2,38.72015,-7.194885,4.1,3751,A3
2025-11-01T09:02:00.400000,495152,TAP757P,23600,312.8,211.4,39.609695,-8.630656,0.1,0733,A3
2025-11-01T09:02:00.400000,406cab,EXS71MF,39000,396.0,185.8,39.100854,-7.482788,0.0,1154,A3
2025-11-01T09:02:00.400000,39de47,TVF19ZP,23000,352.0,213.6,39.541534,-8.539482,0.4,7631,A3
2025-11-01T09:02:00.400000,3c5ee2,EWG6HZ,37000,381.3,226.8,39.61237,-8.396545,0.3,1120,A3
2025-11-01T09:02:00.400000,4952cb,TAP675,20150,339.1,215.5,39.314575,-8.805969,1.4,3705,A3
2025-11-01T09:02:00.400000,40772f,,37025,,,,,0.3,5417,A3
2025-11-01T09:02:00.400000,39d313,TVF29UK,35000,415.3,189.1,39.082559,-7.270386,0.6,2345,A3
2025-11-01T09:02:00.400000,495038,,,,,,,107.7,,A3
2025-11-01T09:02:00.400000,4400b7,,14975,381.0,0.0,40.982117,-8.885925,0.1,4414,A3
2025-11-01T09:02:00.400000,4cad10,RYR8MK,29950,383.7,330.8,40.206888,-8.178635,0.3,3774,A3
2025-11-01T09:02:00.400000,4952cf,,,,,,,103.5,,A3
2025-11-01T09:02:00.400000,407022,,34975,418.9,191.8,,,47.6,,A3
2025-11-01T09:02:00.400000,406f87,EXS82HN,37000,436.9,158.0,39.350967,-7.892542,0.1,4642,A3
2025-11-01T09:02:00.400000,4951d6,,24525,,,,,54.9,,A3
2025-11-01T09:02:00.400000,40717f,,36400,405.1,196.2,38.587097,-8.442575,12.7,1271,A3
2025-11-01T09:02:00.400000,484f6c,,,,,,,186.1,,A3
2025-11-01T09:02:00.400000,347206,,,,,,,137.2,,A5
2025-11-01T09:02:00.400000,40796e,,,,,,,294.4,,A3
2025-11-01T09:02:00.400000,407f7d,,,,,,,295.1,,A3
2025-11-01T09:03:01.400000,3c6490,,33025,394.4,219.3,39.476486,-6.952435,7.4,2560,
2025-11-01T09:03:01.400000,3c7438,,35000,,,,,61.9,,
2025-11-01T09:03:01.400000,3c54a3,EWG3MG,35000,410.7,207.9,37.821691,-8.173171,22.2,3704,
2025-11-01T09:03:01.400000,495302,TAP940,17500,364.2,46.2,39.165887,-8.680847,0.4,4702,A3
2025-11-01T09:03:01.400000,4cafc4,,35050,,,,,0.1,5452,
2025-11-01T09:03:01.400000,40643a,,37000,,,,,60.6,5424,
2025-11-01T09:03:01.400000,45ab21,,,,,,,134.6,,
2025-11-01T09:03:01.400000,8964bd,ETD87A,16250,441.1,66.3,39.154953,-8.321666,17.0,5446,A5
