timestamp,hex,flight,alt_baro,gs,track,lat,lon,seen,squawk,category
2025-11-14T11:00:01.700000,344502,IBE03TM,34000,513.6,70.8,40.840485,-8.839966,0.4,3363,A5
2025-11-14T11:00:01.700000,49526d,,,501.1,89.1,,,46.0,5352,
2025-11-14T11:00:01.700000,3c648f,,,,,,,33.7,4775,
2025-11-14T11:00:01.700000,4b15ef,,,,,,,78.4,,A3
2025-11-14T11:00:01.700000,347555,,40000,524.1,69.2,39.54296,-7.296082,5.6,6026,A5
2025-11-14T11:00:01.700000,4ca64e,,37000,,,,,20.4,,
2025-11-14T11:00:01.700000,407b55,,36025,528.7,27.5,40.186266,-6.841424,6.2,5435,A3
2025-11-14T11:00:01.700000,490688,RVP951,10000,173.2,211.3,39.580124,-8.656271,0.2,1375,A1
2025-11-14T11:00:01.700000,48520c,,,516.2,27.7,,,53.2,2210,A3
2025-11-14T11:00:01.700000,46b8b2,AEE2PT,7975,240.4,255.8,39.048157,-8.623108,0.1,2071,A3
2025-11-14T11:00:01.700000,4ca216,EIN883,,473.5,342.7,,,10.8,,A3
2025-11-14T11:00:01.700000,484fde,,17175,,,,,62.3,3742,A3
2025-11-14T11:00:01.700000,40104f,,,,,,,225.2,,A3
2025-11-14T11:00:01.700000,440d6e,,,,,,,260.9,,A3
2025-11-14T11:01:00.900000,4bb214,THY1HN,19200,290.4,235.4,39.445175,-7.70882,0.4,4006,A3
2025-11-14T11:01:00.900000,a22d7b,,39975,532.3,86.0,,,7.5,6020,
2025-11-14T11:01:00.900000,344502,IBE03TM,34000,511.1,70.9,40.916391,-8.551296,0.3,3363,A5
2025-11-14T11:01:00.900000,49526d,,,,,,,105.1,,
2025-11-14T11:01:00.900000,3c648f,,,,,,,92.8,,
2025-11-14T11:01:00.900000,4b15ef,,,,,,,137.6,,A3
2025-11-14T11:01:00.900000,347555,,40000,,,,,64.7,,A5
2025-11-14T11:01:00.900000,4ca64e,,,,,,,79.5,,
2025-11-14T11:01:00.900000,407b55,WUK8ER,36075,528.7,27.5,40.276932,-6.779663,15.5,5435,A3
2025-11-14T11:01:00.900000,490688,RVP951,10000,168.8,211.4,39.540619,-8.68732,0.3,1375,A1
2025-11-14T11:01:00.900000,48520c,,,,,,,112.4,,A3
2025-11-14T11:01:00.900000,46b8b2,AEE2PT,7725,239.4,255.7,39.043854,-8.644927,39.9,2071,A3
2025-11-14T11:01:00.900000,4ca216,EIN883,35975,,,,,40.6,,A3
2025-11-14T11:01:00.900000,484fde,,,,,,,121.5,,A3
2025-11-14T11:01:00.900000,40104f,,,369.1,175.5,,,49.0,,A3
2025-11-14T11:02:00.900000,44cc42,BEL7QJ,33000,397.6,237.9,41.137421,-8.900361,0.2,7130,A3
2025-11-14T11:02:00.900000,4bb214,THY1HN,17550,285.0,238.5,39.402838,-7.795776,0.2,4006,A3
2025-11-14T11:02:00.900000,a22d7b,,39975,,,,,51.8,6020,
2025-11-14T11:02:00.900000,344502,IBE03TM,33975,509.8,71.0,40.92627,-8.513367,30.2,3363,A5
2025-11-14T11:02:00.900000,49526d,,,,,,,33.6,,
2025-11-14T11:02:00.900000,3c648f,,,,,,,152.9,,
2025-11-14T11:02:00.900000,4b15ef,EDW208,37000,401.8,208.2,38.711351,-7.573242,29.9,3741,A3
2025-11-14T11:02:00.900000,347555,,,,,,,124.8,,A5
2025-11-14T11:02:00.900000,4ca64e,,,,,,,139.6,,
2025-11-14T11:02:00.900000,407b55,,36050,,,,,20.0,,A3
2025-11-14T11:02:00.900000,490688,RVP951,10000,170.1,211.5,39.499993,-8.719177,0.1,1375,A1
2025-11-14T11:02:00.900000,48520c,,,,,,,172.4,,A3
2025-11-14T11:02:00.900000,46b8b2,,,,,,,99.9,,A3
2025-11-14T11:02:00.900000,4ca216,,,,,,,100.7,,A3
2025-11-14T11:02:00.900000,484fde,,,,,,,181.5,,A3
2025-11-14T11:02:00.900000,40104f,,,,,,,109.1,,A3
