timestamp,hex,flight,alt_baro,gs,track,lat,lon,seen,squawk,category
2025-07-29T00:00:01.400000,347692,AEA057,34975,493.3,215.0,,,0.1,,A5
2025-07-29T00:00:01.400000,503e68,TAR319,16825,392.4,65.1,39.123001,-8.379225,0.2,2210,A3
2025-07-29T00:00:01.400000,346291,AEA041,32000,506.5,226.8,38.673877,-7.973022,13.5,2642,A5
2025-07-29T00:00:01.400000,495297,TAP1040,22275,407.9,64.4,39.258179,-8.058651,28.6,4412,A3
2025-07-29T00:00:01.400000,347605,,35000,,,39.025681,-8.623014,63.6,2677,A5
2025-07-29T00:00:01.400000,4068f5,,,,,,,91.1,,A3
2025-07-29T00:00:01.400000,406015,,,,,,,98.6,,A3
2025-07-29T00:01:01.600000,347692,AEA057,35000,493.3,215.0,38.753528,-7.643677,1.6,2673,A5
2025-07-29T00:01:01.600000,503e68,TAR319,18450,407.0,63.7,39.172302,-8.250852,0.1,2210,A3
2025-07-29T00:01:01.600000,346291,,32950,499.4,226.6,38.50351,-8.203503,1.6,2642,A5
2025-07-29T00:01:01.600000,495297,TAP1040,23875,429.4,64.6,39.320206,-7.891109,0.2,4412,A3
2025-07-29T00:01:01.600000,347605,,,,,,,123.8,,A5
2025-07-29T00:01:01.600000,4068f5,,,,,,,151.3,,A3
2025-07-29T00:01:01.600000,406015,,,,,,,158.8,,A3
2025-07-29T00:02:01.800000,347692,AEA057,34975,492.7,214.9,38.613638,-7.768433,1.7,2673,A5
2025-07-29T00:02:01.800000,503e68,TAR319,20050,416.4,63.9,39.222565,-8.119016,0.4,2210,A3
2025-07-29T00:02:01.800000,346291,,33000,499.4,226.6,38.484787,-8.22876,27.8,,A5
2025-07-29T00:02:01.800000,495297,,24425,431.7,64.6,,,49.1,,A3
2025-07-29T00:02:01.800000,347605,,,,,,,184.0,,A5
2025-07-29T00:02:01.800000,4068f5,,,,,,,211.4,,A3
2025-07-29T00:02:01.800000,406015,,,,,,,219.0,,A3
2025-07-29T00:03:01,347692,AEA057,35000,493.5,214.8,38.558075,-7.817847,19.9,2673,A5
2025-07-29T00:03:01,503e68,TAR319,20825,421.3,64.1,39.247726,-8.052856,9.1,2210,A3
2025-07-29T00:03:01,346291,,,,,,,86.9,,A5
2025-07-29T00:03:01,495297,,,,,,,108.2,,A3
2025-07-29T00:03:01,347605,,,,,,,243.2,,A5
2025-07-29T00:03:01,4068f5,,,,,,,270.6,,A3
2025-07-29T00:03:01,406015,,,,,,,278.1,,A3
